Facility Type,license,legalName,brand,location,streetAddress,addressLocality,postalCode,telephone,Number of Spaces,loc,longitude,latitude,entityTitle,@context,@type,@id
Parking Garage,859390,512-520 W 112TH ST GARAGE CORP,GGMC,"516 112 STREET
NEW YORK, NY 10025
",516 112 STREET,NEW YORK,10025,2129966363,77,"[-73.9641082433186,40.80475210884214]",-73.9641082433186,40.80475210884214,512_520_w_112th_st_garage_corp_859390,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/512_520_w_112th_st_garage_corp_859390
Parking Garage,888851,S S J T CORP,,"470 OCEAN AVENUE
BROOKLYN, NY 11226
",470 OCEAN AVENUE,BROOKLYN,11226,7182820778,48,"[-73.96129264701062,40.651380488147474]",-73.96129264701062,40.651380488147474,s_s_j_t_corp_888851,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/s_s_j_t_corp_888851
Parking Garage,892164,ROCKMILL GARAGE CORP,,"340 94 STREET
NEW YORK, NY 10128
",340 94 STREET,NEW YORK,10128,2128661000,124,"[-73.9470907715308,40.78251562968914]",-73.9470907715308,40.78251562968914,rockmill_garage_corp_892164,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/rockmill_garage_corp_892164
Parking Garage,894438,PRECISE PARKING CORP,,"150 18 STREET
NEW YORK, NY 10003
",150 18 STREET,NEW YORK,10003,7187215243,58,"[-73.98643048031582,40.73620501261116]",-73.98643048031582,40.73620501261116,precise_parking_corp_894438,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/precise_parking_corp_894438
Parking Garage,898031,EDISON 9TH AVE PARKING CORP,,"440 33 STREET
NEW YORK, NY 10001
",440 33 STREET,NEW YORK,10001,2016432080,82,"[-73.99814642093637,40.753260837005854]",-73.99814642093637,40.753260837005854,edison_9th_ave_parking_corp_898031,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/edison_9th_ave_parking_corp_898031
Parking Garage,901085,LTG PARKING CORP,,"205 END AVENUE
NEW YORK, NY 10023
",205 END AVENUE,NEW YORK,10023,2129999999,320,"[-73.97994335610099,40.774536138232236]",-73.97994335610099,40.774536138232236,ltg_parking_corp_901085,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ltg_parking_corp_901085
Parking Garage,913526,CHAMPION PARKING 83RD ST CORP,CHAMPION PARKING 83RD ST,"303 83 STREET
NEW YORK, NY 10028
",303 83 STREET,NEW YORK,10028,2125359419,115,"[-73.95303032415876,40.77589464736824]",-73.95303032415876,40.77589464736824,champion_parking_83rd_st_corp_913526,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/champion_parking_83rd_st_corp_913526
Parking Garage,915987,333 EAST 46TH ST PARKING LLC,,"333 46 STREET
NEW YORK, NY 10017
",333 46 STREET,NEW YORK,10017,2126869800,34,"[-73.96952612226208,40.752057279365474]",-73.96952612226208,40.752057279365474,333_east_46th_st_parking_llc_915987,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/333_east_46th_st_parking_llc_915987
Garage - Parking Lot Combo,965331,CENTRAL PARKING SYSTEM OF NEWYORK INC,,"209 90 23 AVENUE
QUEENS, NY 11360
",209 90 23 AVENUE,QUEENS,11360,2126296602,900,"[-73.78226733686807,40.78070133439911]",-73.78226733686807,40.78070133439911,central_parking_system_of_newyork_inc_965331,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_newyork_inc_965331
Garage - Parking Lot Combo,1196302,54TH & 2ND PARKING LLC,,"300 55 STREET
NEW YORK, NY 10022
",300 55 STREET,NEW YORK,10022,2126869800,25,"[-73.9661862935381,40.757942463790975]",-73.9661862935381,40.757942463790975,54th_2nd_parking_llc_1196302,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/54th_2nd_parking_llc_1196302
Garage - Parking Lot Combo,1199393,"SOHO VILLAGE PARKING, LLC",,"610 BROADWAY
NEW YORK, NY 10012
",610 BROADWAY,NEW YORK,10012,2126869800,126,"[-73.99648383637339,40.72575566178841]",-73.99648383637339,40.72575566178841,soho_village_parking_llc_1199393,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/soho_village_parking_llc_1199393
Garage - Parking Lot Combo,1199399,"215 EAST 95TH PARKING, LLC",,"207 239 EAST 95 STREET
NEW YORK, NY 10128
",207 239 EAST 95 STREET,NEW YORK,10128,2126869800,212,"[-73.95062814906976,40.781770000585084]",-73.95062814906976,40.781770000585084,215_east_95th_parking_llc_1199399,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/215_east_95th_parking_llc_1199399
Garage - Parking Lot Combo,1209360,"222 PARKING SERVICES, LLC",,"222 39 STREET
NEW YORK, NY 10016
",222 39 STREET,NEW YORK,10016,2122652239,86,"[-73.97501675998367,40.74846935047424]",-73.97501675998367,40.74846935047424,222_parking_services_llc_1209360,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/222_parking_services_llc_1209360
Garage - Parking Lot Combo,1270445,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,"149 21 130 STREET
JAMAICA, NY 11430
",149 21 130 STREET,JAMAICA,11430,7183222221,225,"[-73.78637495254196,40.64722932617252]",-73.78637495254196,40.64722932617252,parking_company_of_america_airports_llc_1270445,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/parking_company_of_america_airports_llc_1270445
Garage - Parking Lot Combo,1275692,"ESP GROUP OF NEW YORK, INC.",,"349 LENOX ROAD
BROOKLYN, NY 11226
",349 LENOX ROAD,BROOKLYN,11226,7184697672,45,"[-73.94788843427607,40.65429989183991]",-73.94788843427607,40.65429989183991,esp_group_of_new_york_inc_1275692,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/esp_group_of_new_york_inc_1275692
Parking Garage,363809,EXPERT TRANSIT CORP,OPERA GARAGE,"524 HALSEY STREET
BROOKLYN, NY 11233
",524 HALSEY STREET,BROOKLYN,11233,7185744900,200,"[-73.93339947620336,40.68366871310675]",-73.93339947620336,40.68366871310675,expert_transit_corp_363809,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/expert_transit_corp_363809
Parking Garage,367195,NEW YORK PARKING 51ST STREET CORP,,"251 51 STREET
NEW YORK, NY 10022
",251 51 STREET,NEW YORK,10022,2122473344,54,"[-73.96914124378138,40.755987611450855]",-73.96914124378138,40.755987611450855,new_york_parking_51st_street_corp_367195,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/new_york_parking_51st_street_corp_367195
Parking Garage,367230,PROBE PARKING LLC,,"300 302 EAST 46 STREET
NEW YORK, NY 10017
",300 302 EAST 46 STREET,NEW YORK,10017,2126869800,36,"[-73.97297648087982,40.75245652744684]",-73.97297648087982,40.75245652744684,probe_parking_llc_367230,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/probe_parking_llc_367230
Parking Garage,367970,TOWER EAST GARAGE   CORP,,"191 71 STREET
NEW YORK, NY 10021
",191 71 STREET,NEW YORK,10021,2128887400,62,"[-73.96132162586757,40.769172433548555]",-73.96132162586757,40.769172433548555,tower_east_garage_corp_367970,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/tower_east_garage_corp_367970
Parking Garage,368146,79-80 GARAGE CORP,,"79 11 41 AVENUE
ELMHURST, NY 11373
",79 11 41 AVENUE,ELMHURST,11373,7187250413,72,"[-73.87835115518163,40.73871040256307]",-73.87835115518163,40.73871040256307,79_80_garage_corp_368146,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/79_80_garage_corp_368146
Parking Garage,368172,TRITO PARKING   PARKING CORP,,"225 63 STREET
NEW YORK, NY 10065
",225 63 STREET,NEW YORK,10065,2129355922,31,"[-73.9635866365416,40.76356315990017]",-73.9635866365416,40.76356315990017,trito_parking_parking_corp_368172,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/trito_parking_parking_corp_368172
Parking Garage,368199,MUTUAL PARKING INC,,"61 END AVENUE
NEW YORK, NY 10028
",61 END AVENUE,NEW YORK,10028,2128887400,62,"[-74.17870635334826,40.563537960252326]",-74.17870635334826,40.563537960252326,mutual_parking_inc_368199,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mutual_parking_inc_368199
Parking Garage,368300,APEX PARKING LLC,,"440 57 STREET
NEW YORK, NY 10019
",440 57 STREET,NEW YORK,10019,2126869800,378,"[-73.98691591270132,40.76839945061566]",-73.98691591270132,40.76839945061566,apex_parking_llc_368300,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/apex_parking_llc_368300
Parking Garage,368337,165 W 66TH STREET PARKING LLC,,"165 66 STREET
NEW YORK, NY 10023
",165 66 STREET,NEW YORK,10023,2126869800,77,"[-73.9833447024074,40.774405145518394]",-73.9833447024074,40.774405145518394,165_w_66th_street_parking_llc_368337,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/165_w_66th_street_parking_llc_368337
Parking Garage,368502,GLOBAL PARKING LLC,,"143 40 STREET
NEW YORK, NY 10018
",143 40 STREET,NEW YORK,10018,2126869800,150,"[-73.98740068387747,40.75454295994632]",-73.98740068387747,40.75454295994632,global_parking_llc_368502,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/global_parking_llc_368502
Parking Garage,368610,KRD REALTY CO INC,,"330 45 STREET
NEW YORK, NY 10036
",330 45 STREET,NEW YORK,10036,2122658189,58,"[-73.98984683979717,40.75977701415684]",-73.98984683979717,40.75977701415684,krd_realty_co_inc_368610,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/krd_realty_co_inc_368610
Parking Garage,368909,CLASSIC PARKING LLC,,"866 UNITED NATIONS PLAZA
NEW YORK, NY 10017
",866 UNITED NATIONS PLAZA,NEW YORK,10017,2126869800,175,"[-73.96677023652535,40.75268136334563]",-73.96677023652535,40.75268136334563,classic_parking_llc_368909,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/classic_parking_llc_368909
Parking Garage,368933,BRICIN PARKING CORP,,"511 80 STREET
NEW YORK, NY 10021
",511 80 STREET,NEW YORK,10021,2127523451,50,"[-74.02398978691842,40.62571793104923]",-74.02398978691842,40.62571793104923,bricin_parking_corp_368933,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/bricin_parking_corp_368933
Parking Garage,369314,THE SOCIETY OF THE NEW YORK HOSPITAL,THE NY HOSPL G      PAYSON HSE,"426 438 EAST 71 STREET
NEW YORK, NY 10021
",426 438 EAST 71 STREET,NEW YORK,10021,2127461969,174,"[-73.959183941086,40.76920532766377]",-73.959183941086,40.76920532766377,the_society_of_the_new_york_hospital_369314,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/the_society_of_the_new_york_hospital_369314
Parking Garage,369346,NOBLE PARKING LLC,,"310 40 STREET
NEW YORK, NY 10016
",310 40 STREET,NEW YORK,10016,2126869800,235,"[-73.9727415170941,40.748336242602285]",-73.9727415170941,40.748336242602285,noble_parking_llc_369346,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/noble_parking_llc_369346
Parking Garage,369462,980 FIFTH AVE CORPORATION,,"980 5 AVENUE
NEW YORK, NY 10075
",980 5 AVENUE,NEW YORK,10075,2123502808,88,"[-73.9635596568807,40.77721486830495]",-73.9635596568807,40.77721486830495,980_fifth_ave_corporation_369462,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/980_fifth_ave_corporation_369462
Parking Garage,369933,ZEPHYR PARKING LLC,,"132 35 STREET
NEW YORK, NY 10016
",132 35 STREET,NEW YORK,10016,2126869800,85,"[-73.97948665001962,40.74715952608574]",-73.97948665001962,40.74715952608574,zephyr_parking_llc_369933,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/zephyr_parking_llc_369933
Parking Garage,427304,"HAMMER, GEOFFREY    ET AL",RIVERVIEW OPERATING CO,"271 87 STREET
NEW YORK, NY 10024
",271 87 STREET,NEW YORK,10024,2128887400,96,"[-73.97659128345597,40.78926033842023]",-73.97659128345597,40.78926033842023,hammer_geoffrey_et_al_427304,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/hammer_geoffrey_et_al_427304
Parking Garage,427916,OLYMPIA GARAGE INC,,"9 9 AVENUE
NEW YORK, NY 10014
",9 9 AVENUE,NEW YORK,10014,2122550864,100,"[-74.0063981448026,40.73955266782227]",-74.0063981448026,40.73955266782227,olympia_garage_inc_427916,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/olympia_garage_inc_427916
Parking Garage,429690,MUTUAL PARKING INC,,"605 82 STREET
NEW YORK, NY 10028
",605 82 STREET,NEW YORK,10028,2128887400,70,"[-73.94663441628933,40.772349536126455]",-73.94663441628933,40.772349536126455,mutual_parking_inc_429690,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mutual_parking_inc_429690
Parking Garage,469448,MORNINGSIDE HEIGHTS HOUSING CORP,MORNINGSIDE GARAGE,"3100 BROADWAY
NEW YORK, NY 10027
",3100 BROADWAY,NEW YORK,10027,2127491600,291,"[-73.96048596938012,40.81243227806543]",-73.96048596938012,40.81243227806543,morningside_heights_housing_corp_469448,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/morningside_heights_housing_corp_469448
Parking Garage,469515,12 GARAGE CORP,,"12 BEEKMAN PLACE
NEW YORK, NY 10022
",12 BEEKMAN PLACE,NEW YORK,10022,2127550717,38,"[-73.96492662636524,40.75314901080088]",-73.96492662636524,40.75314901080088,12_garage_corp_469515,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/12_garage_corp_469515
Parking Garage,691393,KENSINGTON ENTERPRISES LLC,,"50 97 STREET
NEW YORK, NY 10025
",50 97 STREET,NEW YORK,10025,2126869800,114,"[-73.96557441873026,40.79295822162543]",-73.96557441873026,40.79295822162543,kensington_enterprises_llc_691393,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kensington_enterprises_llc_691393
Parking Garage,736176,AMSTERDAM GARAGE LLC,,"621 635 AMSTERDAM AVENUE
NEW YORK, NY 10024
",621 635 AMSTERDAM AVENUE,NEW YORK,10024,2126869800,90,"[-73.96653900057436,40.78362556816552]",-73.96653900057436,40.78362556816552,amsterdam_garage_llc_736176,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/amsterdam_garage_llc_736176
Parking Garage,789927,SUPERIOR PARKING LLC.,,"515 79 STREET
NEW YORK, NY 10021
",515 79 STREET,NEW YORK,10021,2126869800,125,"[-74.0235532310592,40.62635901859936]",-74.0235532310592,40.62635901859936,superior_parking_llc_789927,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/superior_parking_llc_789927
Parking Garage,883259,TAURUS MANAGEMENT CORP,TAURUS PARKING  GARAGE,"906 UNION STREET
BROOKLYN, NY 11215
",906 UNION STREET,BROOKLYN,11215,7188661000,70,"[-73.97188361457115,40.67304101917408]",-73.97188361457115,40.67304101917408,taurus_management_corp_883259,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/taurus_management_corp_883259
Parking Garage,884653,CONCERTO GARAGE CORP,,"200 60 STREET
NEW YORK, NY 10023
",200 60 STREET,NEW YORK,10023,2129562280,265,"[-73.9871826807627,40.77106739750029]",-73.9871826807627,40.77106739750029,concerto_garage_corp_884653,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/concerto_garage_corp_884653
Parking Garage,896827,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"75 PARK PLACE
NEW YORK, NY 10007
",75 PARK PLACE,NEW YORK,10007,2125649199,100,"[-74.01067717079394,40.71393527886628]",-74.01067717079394,40.71393527886628,central_parking_system_of_new_york_inc_896827,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_896827
Parking Garage,897530,NEW YORK PARKING 57TH ST CORP,,"110 57 STREET
NEW YORK, NY 10022
",110 57 STREET,NEW YORK,10022,2122493344,65,"[-73.97006175515259,40.761314854826935]",-73.97006175515259,40.761314854826935,new_york_parking_57th_st_corp_897530,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/new_york_parking_57th_st_corp_897530
Parking Garage,898215,SYLVAN PINNACLE GARAGE CORP,,"112 01 QUEENS BOULEVARD
FOREST HILLS, NY 11375
",112 01 QUEENS BOULEVARD,FOREST HILLS,11375,7185759440,421,"[-73.84628429608335,40.720707263029794]",-73.84628429608335,40.720707263029794,sylvan_pinnacle_garage_corp_898215,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sylvan_pinnacle_garage_corp_898215
Parking Garage,899288,POO PARKING CORP,,"1752 MORRIS AVENUE
BRONX, NY 10457
",1752 MORRIS AVENUE,BRONX,10457,2127536116,150,"[-73.90926228136162,40.84570907404183]",-73.90926228136162,40.84570907404183,poo_parking_corp_899288,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/poo_parking_corp_899288
Parking Garage,901086,LTG PARKING CORP,,"185 END AVENUE
NEW YORK, NY 10023
",185 END AVENUE,NEW YORK,10023,2129999999,411,"[-74.17865860807258,40.56329241312031]",-74.17865860807258,40.56329241312031,ltg_parking_corp_901086,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ltg_parking_corp_901086
Parking Garage,904481,RAMP PARKING CORP,,"44 ELIZABETH STREET
NEW YORK, NY 10013
",44 ELIZABETH STREET,NEW YORK,10013,2128661000,150,"[-73.99663672111836,40.71707720420568]",-73.99663672111836,40.71707720420568,ramp_parking_corp_904481,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ramp_parking_corp_904481
Parking Garage,916698,SHARP PARKING LLC.,SHARP PARKING,"825 835 2 AVENUE
NEW YORK, NY 10017
",825 835 2 AVENUE,NEW YORK,10017,2126869800,126,"[-73.97297648087982,40.75245652744684]",-73.97297648087982,40.75245652744684,sharp_parking_llc_916698,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sharp_parking_llc_916698
Parking Garage,921240,PARK RIGHT CORP,PARK RIGHT,"564 SAINT JOHNS PLACE
BROOKLYN, NY 11238
",564 SAINT JOHNS PLACE,BROOKLYN,11238,2124599003,180,"[-73.95950241367942,40.67283474153012]",-73.95950241367942,40.67283474153012,park_right_corp_921240,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/park_right_corp_921240
Parking Garage,921898,CROSS GARAGE CORP,,"445 80 STREET
NEW YORK, NY 10021
",445 80 STREET,NEW YORK,10021,2127373279,72,"[-74.02542693760972,40.62660123525083]",-74.02542693760972,40.62660123525083,cross_garage_corp_921898,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/cross_garage_corp_921898
Garage - Parking Lot Combo,900020,615 GARAGE CORP,,"800 5 AVENUE
NEW YORK, NY 10021
",800 5 AVENUE,NEW YORK,10021,2129355252,150,"[-73.96885630483071,40.769882244021005]",-73.96885630483071,40.769882244021005,615_garage_corp_900020,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/615_garage_corp_900020
