"","Facility.Type","license","legalName","brand","location","streetAddress","addressLocality","postalCode","telephone","Number.of.Spaces","loc","longitude","latitude","entityTitle","X.context","X.type","X.id"
"421","Parking Garage",1074682,"80TH ST PARKING CORP","","525 80 STREET
NEW YORK, NY 10021
","525 80 STREET","NEW YORK","10021","2129999999",52,"[-74.023816994781,40.62560904833251]",-74.02382,40.62561,"80th_st_parking_corp_1074682","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/80th_st_parking_corp_1074682"
"422","Parking Garage",1076044,"WATERVIEW PARKING, INC","","180 END AVENUE
NEW YORK, NY 10128
","180 END AVENUE","NEW YORK","10128","2126509320",115,"[-74.17873160931205,40.563292686375775]",-74.17873,40.56329,"waterview_parking_inc_1076044","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/waterview_parking_inc_1076044"
"423","Parking Garage",1084607,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","41 40 UNION STREET
FLUSHING, NY 11355
","41 40 UNION STREET","FLUSHING","11355","2125025490",230,"[-73.82147854789662,40.7512997969481]",-73.82148,40.7513,"central_parking_system_of_new_york_inc_1084607","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1084607"
"424","Parking Garage",1085597,"86 ST PARKING GARAGE CORP","","86 10 ROOSEVELT AVENUE
QUEENS, NY 11372
","86 10 ROOSEVELT AVENUE","QUEENS","11372","7186514273",75,"[-73.88361254528269,40.75163073936716]",-73.88361,40.75163,"86_st_parking_garage_corp_1085597","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/86_st_parking_garage_corp_1085597"
"425","Parking Garage",1093573,"PANTOJA USED CAR, INC","","1962 CROTONA PARKWAY
BRONX, NY 10460
","1962 CROTONA PARKWAY","BRONX","10460","7186178548",50,"[-73.8852497237792,40.84262378988192]",-73.88525,40.84262,"pantoja_used_car_inc_1093573","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pantoja_used_car_inc_1093573"
"426","Parking Garage",1098933,"CHARLES STREET GARAGE, INC","","97 CHARLES STREET
NEW YORK, NY 10014
","97 CHARLES STREET","NEW YORK","10014","2122435900",206,"[-74.00528819904025,40.73457801089586]",-74.00529,40.73458,"charles_street_garage_inc_1098933","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/charles_street_garage_inc_1098933"
"427","Parking Garage",1099298,"SECURE PARKING, LLC","","363 30 STREET
NEW YORK, NY 10001
","363 30 STREET","NEW YORK","10001","2126869800",18,"[-73.99783281941734,40.75074782098267]",-73.99783,40.75075,"secure_parking_llc_1099298","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/secure_parking_llc_1099298"
"428","Parking Garage",1100018,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","411 53 STREET
NEW YORK, NY 10022
","411 53 STREET","NEW YORK","10022","2122239358",72,"[-73.96450836120792,40.75566860070046]",-73.96451,40.75567,"central_parking_system_of_new_york_inc_1100018","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1100018"
"429","Parking Garage",1100021,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","400 408 EAST 54 STREET
NEW YORK, NY 10022
","400 408 EAST 54 STREET","NEW YORK","10022","2123558325",140,"[-73.96809182217982,40.758630224005685]",-73.96809,40.75863,"central_parking_system_of_new_york_inc_1100021","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1100021"
"430","Parking Garage",1100556,"PARK IN AUTO SERVICES, INC","","75 KENMARE STREET
NEW YORK, NY 10012
","75 KENMARE STREET","NEW YORK","10012","2129661186",190,"[-73.99628909568773,40.72110812838846]",-73.99629,40.72111,"park_in_auto_services_inc_1100556","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_in_auto_services_inc_1100556"
"431","Parking Garage",1101577,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","200 161 STREET
BRONX, NY 10451
","200 161 STREET","BRONX","10451","7185885425",1208,"[-73.92115562336416,40.82636286469819]",-73.92116,40.82636,"central_parking_system_of_new_york_inc_1101577","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1101577"
"432","Parking Garage",1107285,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","154 53 STREET
NEW YORK, NY 10022
","154 53 STREET","NEW YORK","10022","2126296602",149,"[-73.97007974159317,40.757978370098215]",-73.97008,40.75798,"central_parking_system_of_new_york_inc_1107285","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1107285"
"433","Parking Garage",1117939,"UNI FACILITY CORP","","631 635 WEST 131 STREET
NEW YORK, NY 10027
","631 635 WEST 131 STREET","NEW YORK","10027","2125755385",100,"[-73.95290033568193,40.811549564460904]",-73.9529,40.81155,"uni_facility_corp_1117939","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/uni_facility_corp_1117939"
"434","Parking Garage",1122008,"CHAMPION PARKING 75 LLC","","370 76TH ST
NEW YORK, NY 10021
","370 76TH ST","NEW YORK","10021","2123085959",104,"[-73.95483146677016,40.77066038189854]",-73.95483,40.77066,"champion_parking_75_llc_1122008","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_parking_75_llc_1122008"
"435","Parking Garage",1122123,"23RD STREET PARKING LLC","","318 322 EAST 23 STREET
NEW YORK, NY 10010
","318 322 EAST 23 STREET","NEW YORK","10010","2126869800",53,"[-73.98289845639863,40.73914078212147]",-73.9829,40.73914,"23rd_street_parking_llc_1122123","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/23rd_street_parking_llc_1122123"
"436","Parking Garage",1128757,"MAJESTIC CAR PARK, LLC","","1199 PARK AVENUE
NEW YORK, NY 10128
","1199 PARK AVENUE","NEW YORK","10128","2122216111",74,"[-73.95331947008874,40.785252213256854]",-73.95332,40.78525,"majestic_car_park_llc_1128757","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/majestic_car_park_llc_1128757"
"437","Parking Garage",1130687,"165 EAST PARKING CORP","","165 72 STREET
NEW YORK, NY 10021
","165 72 STREET","NEW YORK","10021","2127367171",35,"[-73.9613320388212,40.77008682715417]",-73.96133,40.77009,"165_east_parking_corp_1130687","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/165_east_parking_corp_1130687"
"438","Parking Garage",1130936,"CHAMPION PARKING 16, LLC","","101 16 STREET
NEW YORK, NY 10003
","101 16 STREET","NEW YORK","10003","2123085959",61,"[-73.98934469855897,40.73595329332415]",-73.98934,40.73595,"champion_parking_16_llc_1130936","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_parking_16_llc_1130936"
"439","Parking Garage",1132131,"250 WEST PARKING CORP.","","250 19 STREET
NEW YORK, NY 10011
","250 19 STREET","NEW YORK","10011","2127367171",61,"[-73.99889388115426,40.7422232484576]",-73.99889,40.74222,"250_west_parking_corp_1132131","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/250_west_parking_corp_1132131"
"440","Parking Garage",999365,"E/Z SPRINT LTD","","517 25 WEST 36 STREET
NEW YORK, NY 10018
","517 25 WEST 36 STREET","NEW YORK","10018","2127360738",25,"[-73.99669149981281,40.756840774582145]",-73.99669,40.75684,"e_z_sprint_ltd_999365","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/e_z_sprint_ltd_999365"
"441","Parking Garage",1010570,"UNION SQUARE CAR PARK LLC","GGMC","1 IRVING PLACE
NEW YORK, NY 10003
","1 IRVING PLACE","NEW YORK","10003","2129966363",198,"[-73.98880191284047,40.73400906576385]",-73.9888,40.73401,"union_square_car_park_llc_1010570","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/union_square_car_park_llc_1010570"
"442","Parking Garage",1019560,"CENTURY CAR PARK LLC","","3310 3510 AVENUE
BROOKLYN, NY 11210
","3310 3510 AVENUE","BROOKLYN","11210","2122216111",200,"[-73.946537919989,40.62772226387142]",-73.94654,40.62772,"century_car_park_llc_1019560","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/century_car_park_llc_1019560"
"443","Parking Garage",1022575,"101 CAR PARK LLC","","101 23 STREET
NEW YORK, NY 10011
","101 23 STREET","NEW YORK","10011","2122216111",140,"[-73.9931653380853,40.74305861763213]",-73.99317,40.74306,"101_car_park_llc_1022575","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/101_car_park_llc_1022575"
"444","Parking Garage",1024898,"MEGA PARKING SYSTEMS, INC","","343 74 STREET
NEW YORK, NY 10021
","343 74 STREET","NEW YORK","10021","7183924460",57,"[-73.95638672882295,40.76971422297722]",-73.95639,40.76971,"mega_parking_systems_inc_1024898","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mega_parking_systems_inc_1024898"
"445","Parking Garage",1025779,"1025 FIFTH GARAGE CORP","","1025 5 AVENUE
NEW YORK, NY 10028
","1025 5 AVENUE","NEW YORK","10028","2127367171",95,"[-73.96158114841626,40.77989484795228]",-73.96158,40.77989,"1025_fifth_garage_corp_1025779","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/1025_fifth_garage_corp_1025779"
"446","Parking Garage",1029322,"STANDARD PARKING CORPORATION","","200 CENTRAL PARK
NEW YORK, NY 10024
","200 CENTRAL PARK","NEW YORK","10024","2123137275",424,"[-73.9727597212405,40.780623298796]",-73.97276,40.78062,"standard_parking_corporation_1029322","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1029322"
"447","Parking Garage",1030045,"BATTERY PLACE CAR PARK LLC","GGMC","50 BATTERY PLACE
NEW YORK, NY 10280
","50 BATTERY PLACE","NEW YORK","10280","2129966363",42,"[-74.01777978202722,40.706519163581675]",-74.01778,40.70652,"battery_place_car_park_llc_1030045","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/battery_place_car_park_llc_1030045"
"448","Parking Garage",1034873,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","1621 23 YORK AVENUE
NEW YORK, NY 10028
","1621 23 YORK AVENUE","NEW YORK","10028","2124527815",126,"[-73.95296667956859,40.776344978837756]",-73.95297,40.77634,"central_parking_system_of_new_york_inc_1034873","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1034873"
"449","Parking Garage",1059291,"CHAMPION 42 LLC","","214 42 STREET
NEW YORK, NY 10017
","214 42 STREET","NEW YORK","10017","2123085959",115,"[-73.9738389076756,40.75050500403472]",-73.97384,40.75051,"champion_42_llc_1059291","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_42_llc_1059291"
"450","Parking Garage",1062085,"ARMORY PARKING INC","","171 CLERMONT AVENUE
BROOKLYN, NY 11205
","171 CLERMONT AVENUE","BROOKLYN","11205","7183924460",113,"[-73.97071018518471,40.69255483117702]",-73.97071,40.69255,"armory_parking_inc_1062085","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/armory_parking_inc_1062085"
"451","Parking Garage",1069843,"CHARLES PARKING LLC","","200 27 STREET
NEW YORK, NY 10016
","200 27 STREET","NEW YORK","10016","2126849704",68,"[-73.9807906669621,40.74113406848943]",-73.98079,40.74113,"charles_parking_llc_1069843","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/charles_parking_llc_1069843"
"452","Parking Garage",1070440,"EAST 81ST REALTY LLC","","145 81 STREET
NEW YORK, NY 10028
","145 81 STREET","NEW YORK","10028","2126509156",22,"[-73.95771398299225,40.77620309374214]",-73.95771,40.7762,"east_81st_realty_llc_1070440","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_81st_realty_llc_1070440"
"453","Parking Garage",1070441,"EAST 72ND REALTY LLC","","1365 YORK AVENUE
NEW YORK, NY 10021
","1365 YORK AVENUE","NEW YORK","10021","2126500911",235,"[-73.95347825693227,40.76722340055943]",-73.95348,40.76722,"east_72nd_realty_llc_1070441","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_72nd_realty_llc_1070441"
"454","Parking Garage",1071281,"RIVER YORK BARCLAY LLC","","1749 YORK AVENUE
NEW YORK, NY 10128
","1749 YORK AVENUE","NEW YORK","10128","2128609888",150,"[-73.94458713074916,40.77955835747446]",-73.94459,40.77956,"river_york_barclay_llc_1071281","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/river_york_barclay_llc_1071281"
"455","Parking Garage",1076703,"GREENWICH STREET PARKING LLC.","","551 GREENWICH STREET
NEW YORK, NY 10014
","551 GREENWICH STREET","NEW YORK","10014","2126869800",91,"[-74.00879555495453,40.72771618381228]",-74.0088,40.72772,"greenwich_street_parking_llc_1076703","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/greenwich_street_parking_llc_1076703"
"456","Parking Garage",1091563,"BRAIRWOOD CAR PARK INC","","85 15 MAIN STREET
QUEENS, NY 11435
","85 15 MAIN STREET","QUEENS","11435","2122216111",134,"[-73.80979665579099,40.70119264912154]",-73.8098,40.70119,"brairwood_car_park_inc_1091563","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/brairwood_car_park_inc_1091563"
"457","Parking Garage",1096606,"EMERALD CAR PARK, LLC","","510 80 STREET
NEW YORK, NY 10021
","510 80 STREET","NEW YORK","10021","2122216111",31,"[-74.02403078466897,40.62567251038785]",-74.02403,40.62567,"emerald_car_park_llc_1096606","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/emerald_car_park_llc_1096606"
"458","Parking Garage",1096744,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","776 6 AVENUE
NEW YORK, NY 10001
","776 6 AVENUE","NEW YORK","10001","2122521673",92,"[-73.9913217279252,40.744920214232764]",-73.99132,40.74492,"central_parking_system_of_new_york_inc_1096744","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1096744"
"459","Parking Garage",1103762,"SHERMAN PARKING, INC","","210 SHERMAN AVENUE
NEW YORK, NY 10034
","210 SHERMAN AVENUE","NEW YORK","10034","2125673629",65,"[-73.92079689438754,40.86550131192132]",-73.9208,40.8655,"sherman_parking_inc_1103762","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sherman_parking_inc_1103762"
"460","Parking Garage",1107288,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","27 49 WEST 52 STREET
NEW YORK, NY 10019
","27 49 WEST 52 STREET","NEW YORK","10019","2126296602",120,"[-73.99180550022362,40.76761164715987]",-73.99181,40.76761,"central_parking_system_of_new_york_inc_1107288","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1107288"
"461","Parking Garage",1111678,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","120 21 STREET
NEW YORK, NY 10011
","120 21 STREET","NEW YORK","10011","2126296602",152,"[-73.99446935502777,40.7419164786549]",-73.99447,40.74192,"central_parking_system_of_new_york_inc_1111678","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1111678"
"462","Parking Garage",1117512,"NEW OGDEN PARKING INC","","156 166 STREET
BRONX, NY 10452
","156 166 STREET","BRONX","10452","7184662000",100,"[-73.920144717412,40.83200584689398]",-73.92014,40.83201,"new_ogden_parking_inc_1117512","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/new_ogden_parking_inc_1117512"
"463","Parking Garage",1125528,"WORLD PARKING GARAGE LLC","","1 CENTRAL PARK
NEW YORK, NY 10023
","1 CENTRAL PARK","NEW YORK","10023","2125643199",88,"[-73.98123133475644,40.76898607173683]",-73.98123,40.76899,"world_parking_garage_llc_1125528","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/world_parking_garage_llc_1125528"
"464","Parking Garage",1126345,"79 STREET REALTY LLC","","350 79 STREET
NEW YORK, NY 10021
","350 79 STREET","NEW YORK","10021","2125358670",83,"[-74.02775118852496,40.6282370106941]",-74.02775,40.62824,"79_street_realty_llc_1126345","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/79_street_realty_llc_1126345"
"465","Parking Garage",1135083,"WEST PLAZA GARAGE LLC","","460 476 2 AVENUE
NEW YORK, NY 10016
","460 476 2 AVENUE","NEW YORK","10016","2126869800",96,"[-73.97823298586354,40.745242969987146]",-73.97823,40.74524,"west_plaza_garage_llc_1135083","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/west_plaza_garage_llc_1135083"
"466","Parking Garage",1135086,"EAST PLAZA GARAGE LLC","","479 493 1 AVENUE
NEW YORK, NY 10016
","479 493 1 AVENUE","NEW YORK","10016","2126869800",42,"[-73.97823298586354,40.745242969987146]",-73.97823,40.74524,"east_plaza_garage_llc_1135086","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_plaza_garage_llc_1135086"
"467","Parking Garage",1139987,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","267 47 STREET
NEW YORK, NY 10036
","267 47 STREET","NEW YORK","10036","2126296602",61,"[-73.98637359606901,40.75997452132542]",-73.98637,40.75997,"central_parking_system_of_new_york_inc_1139987","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1139987"
"468","Parking Garage",1142057,"22ND AND SIXTH PARKING LLC","","60 23 STREET
NEW YORK, NY 10010
","60 23 STREET","NEW YORK","10010","2126869800",195,"[-73.99279661605328,40.74289673966683]",-73.9928,40.7429,"22nd_and_sixth_parking_llc_1142057","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/22nd_and_sixth_parking_llc_1142057"
